total_count,CODE,MSG,id,RCP_PARTS_DTLS,RCP_WAY2,MANUAL_IMG20,MANUAL20,RCP_SEQ,INFO_NA,INFO_WGT,INFO_PRO,MANUAL_IMG13,MANUAL_IMG14,MANUAL_IMG15,MANUAL_IMG16,MANUAL_IMG10,MANUAL_IMG11,MANUAL_IMG12,MANUAL_IMG17,MANUAL_IMG18,MANUAL_IMG19,INFO_FAT,HASH_TAG,MANUAL_IMG02,MANUAL_IMG03,RCP_PAT2,MANUAL_IMG04,MANUAL_IMG05,MANUAL_IMG01,MANUAL01,ATT_FILE_NO_MK,MANUAL_IMG06,MANUAL_IMG07,MANUAL_IMG08,MANUAL_IMG09,MANUAL08,MANUAL09,MANUAL06,MANUAL07,MANUAL04,MANUAL05,MANUAL02,MANUAL03,ATT_FILE_NO_MAIN,MANUAL11,MANUAL12,MANUAL10,INFO_CAR,MANUAL19,INFO_ENG,MANUAL17,MANUAL18,RCP_NM,MANUAL15,MANUAL16,MANUAL13,MANUAL14
1358,INFO-000,정상처리되었습니다.,146,"다진 돼지고기(60g), 다진 소고기(60g), 다진 마늘(10g)
로즈마리(2g), 빵가루(20g), 후춧가루(0.2g), 파프리카(20g)
- 소스 : 양파(20g), 플레인요거트(20g), 설탕(10g)
매실액(10g), 식초(5g), 녹말가루(10g)
- 곁들임채소 : 어린잎(5g)",굽기,,,508,193.2,,30.4,,,,,,,,,,,29.6,다짐육,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_1.png,"1. 돼지고기와 소고기를 섞어, 매실액을
넣고 30분 정도 냉장고에서 숙성을
시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00508_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_6.png,,,,,,"6. 볶아진 팬(⑤)에 준비한 플레인요거트와
설탕, 매실액을 넣고 끓이다가, 식초와
녹말을 넣고 한 번 더 끓여 소스를
완성한다. 햄버거스테이트(④)에 소스를
얹고, 어린잎을 올려 완성한다.",,"4. 속을 파낸 파프리카에 양념한 고기를
넣고, 꼭꼭 눌러 두툼하게 잘라 구워
접시에 담는다.","5. 양파는 입자있게 다져 팬에 기름을
넣고 은근히 볶아 양파 향을 낸다.","2. 숙성된 돼지고기와 소고기에 다진마늘,
로즈마리, 빵가루, 후춧가루를 넣고
골고루 섞는다.","3. 파프리카는 반으로 잘라 그 안에 씨를
수저를 이용해서 파낸다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00508_2.png,,,,8,,420.4,,,햄버거스테이크,,,,
1358,INFO-000,정상처리되었습니다.,147,"삼치(150g), 소금(0.3g), 녹말(20g), 식용유(10g),
- 소스 : 생강(10g), 유자청(50g), 레몬(20g)",굽기,,,509,159.9,,45.3,,,,,,,,,,,19.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_1.png,"1. 삼치는 반으로 잘라지지 않게 편으로
떠서 소금을 살짝 뿌려 잠시 말려
놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00509_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_6.png,,,,,,"6. 레몬을 끓인 물에 ④번을 넣고 졸여
소스를 만든 후 접시에 담아 놓은 삼치
위에 소스로 올려 완성한다.",,"4. 유자청에 만들어 놓은 생강즙을 넣고
섞는다.","5. 냄비에 레몬을 넣고, 물을 넣고 은근히
끓인다.","2. 손질을 한 삼치에 녹말가루를 입혀
팬에 기름을 두르고 구워 접시에 담아
놓는다.","3. 생강은 잘게 썰어, 물에 섞은 후
거름종이에 걸러 생강즙을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00509_2.png,,,,35,,498.2,,,유자삼치구이,,,,
1358,INFO-000,정상처리되었습니다.,148,"토마토(50g), 브로컬리(20g), 펜네(100g), 올리브오일(10g)
후춧가루(0.1g)
- 소스 : 마늘(10g), 양파(20g), 당근(20g), 방울토마토(50g)
올리브오일(10g), 육수(400g), 설탕(10g)
소금(0.3g), 레몬즙(10g), 월계수잎(1장)",끓이기,,,510,213.5,,8.1,,,,,,,,,,,3.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_3.png,일품,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_1.png,"1. 마늘은 곱게 다지고 양파, 당근,
방울토마토는 입자있게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00510_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_6.png,,,,,,"6. 냄비에 오일을 넣고 마늘과 양파를
볶다가 당근과 방울토마토를 넣어
볶으면서 육수를 붓고 설탕과 소금,
레몬즙, 월계수잎을 넣고 끓인 뒤
월계수잎을 건져내고, 차갑게 식힌 후
그릇에 담겨 있는 펜네에 토마토채(②)와
브로컬리(③)를 함께 넣어 담아 완성
한다.",,"4. 펜네는 끓는 물에 약 10분 정도
삶아 건진다.","5. 건져진 펜네는 올리브오일을 넣어
무친 후 그릇에 담아놓는다.","2. 토마토는 씨와 껍질을 제거하고 채를
썰어놓는다.","3. 브로컬리를 끓는 물에 데쳐 찬물에
헹구어 작게 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00510_2.png,,,,34.1,,202.3,,,냉토마토파스타,,,,
1358,INFO-000,정상처리되었습니다.,149,"또띠아(50g), 닭고기살(100g), 느타리버섯(20g), 사과(20g)
오이(20g), 파프리카(20g), 애호박(20g), 양파(20g), 식초(10g)
- 소스 : 아몬드(10g), 우유(20g), 머스터드(20g), 올리고당(20g)",굽기,,,511,831.7,,21.6,,,,,,,,,,,11,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_1.png,"1. 닭고기살은 끓는 물에 데쳐 손으로
찢고, 느타리버섯도 데쳐 손으로 찢어
준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00511_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_6.png,,,,,,"6. 또띠아를 팬에 기름 없이 굽고, 그 안에
닭고기 살과 느타리버섯, 오이, 사과,
파프리카와 호박을 넣어 속이 보이도록
말아놓고, ④번과 ⑤번은 섞어서 소스를
만들어 완성한다.",,4. 아몬드는 우유를 넣어 갈아 준비한다.,"5. 머스터드에 올리고당을 넣어 잘 섞어
준다.","2. 사과는 씨를 제거하고 약 6cm 길이로
채를 썰고, 오이와 파프리카도 같은
길이로 채를 썰어 놓는다.","3. 애호박은 반달로 썰어 식초에 살짝
절여서 볶고, 양파는 채를 썰어 물에
잠시 담가 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00511_2.png,,,,82.8,,516.4,,,닭고기또띠아,,,,
1358,INFO-000,정상처리되었습니다.,150,"닭고기살(120g), 소금(0.5g), 후춧가루(0.1g), 생강(5g)
정종(5g), 우유(50g), 오이(20g), 토마토(20g)
두부(80g), 흑임자(20g), 우유(50g)",끓이기,,,512,226.1,,26.3,,,,,,,,,,,9.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_1.png,"1. 닭고기살은 소금과 후춧가루, 생강즙과
정종을 뿌린 후 우유를 살짝 발라 숙성을
시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00512_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_6.png,,,,,,"6. 팬에 토마토를 먼저 구워 접시에 담고,
숙성된 닭고기를 구워 올린 뒤, 그 위에
오이로 원형기둥을 만들고 구운
닭고기를 다시 올려 완성한다.",,4. 두부는 소창으로 물기를 꼭 짜 놓는다.,"5. 물기를 제거 시킨 두부에 흑임자를
넣고 골고루 섞은 뒤 냄비에 넣고
우유와 함께 은근히 끓여 속을 만든다.",2. 오이는 길게 껍질째 썰어 놓는다.,"3. 토마토는 반으로 잘라 편으로 썰어
준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00512_2.png,,,,8,,222.4,,,닭고기스테이크,,,,
1358,INFO-000,정상처리되었습니다.,151,"통오징어(100g), 양파(20g), 당근(20g), 부추(20g)
견과류(20g), 두부(50g), 대파(10g), 마늘(10g), 소금(0.5g)
녹말가루(10g), 정종(10g), 레몬(10g), 생강(5g)",찌기,,,513,242.5,,39.1,,,,,,,,,,,15.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_1.png,"1. 통오징어는 다리를 떼어내고 내장을
제거시켜 통째로 깨끗이 씻어 준비
한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00513_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_6.png,,,,,,"6. 오징어순대에 레몬즙과 정종, 생강즙을
섞어 바른 뒤 찜통에 김이 오르면
오징어순대를 넣어 약 10분 정도 쪄서
완성한다.",,"4. 잘게 썰은 오징어 다리와 썰어 놓은
채소, 견과류(②), 곱게 다진 대파와
마늘, 그리고 소금과 녹말가루를 두부
(③)와 함께 골고루 섞어 순대속을
만든다.","5. 손질된 오징어 속 안에 준비한 속을
채워 넣는다.","2. 양파와 당근, 부추, 생강은 입자있게
썰고, 견과류는 다져 준비한다.","3. 두부는 물기를 짠 후 수저로 으깨어
놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00513_2.png,,,,6.9,,325.2,,,오징어순대,,,,
1358,INFO-000,정상처리되었습니다.,152,"모시조개(50g), 연어(100g), 청피망(20g), 당근(20g)
양파(20g), 감자(50g), 밀가루(10g), 버터(5g), 육수(200g)
월계수잎(1장), 통후추(3알), 생크림(30g), 통마늘(10g)",끓이기,,,514,215.4,,11.7,,,,,,,,,,,8.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_3.png,일품,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_1.png,"1. 모시조개는 물에 소금을 넣고, 담그어
해감을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00514_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_6.png,,,,,,"6. 거품을 걷어내고, 월계수 잎과 통후추,
통마늘을 넣고 끓이다가 연어와
생크림을 넣어 한 소큼 끓으면 완성한다.",,"4. 냄비에 버터와 밀가루를 넣고 볶다가
채소를 넣어 같이 볶는다.","5. 볶아지는 냄비에 모시조개와 육수를
넣고 끓인다.",2. 연어는 사각지게 썰어 준비한다.,"3. 당근, 양파, 감자는 사각크기로 썰어
놓고, 청피망은 채를 썰어 당근과
비슷한 길이로 잘라둔다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00514_2.png,,,,23.2,,217.6,,,연어차우더스프,,,,
1358,INFO-000,정상처리되었습니다.,153,"새우(대하, 3마리), 스파게티(100g), 시금치(30g),
브로콜리(50g), 바질(10g), 생크림(50g), 올리브오일(10g),
소금 (0.2g)",끓이기,,,663,77.2,,15.3,,,,,,,,,,,7.3,스파게티면,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00663_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00663_3.png,일품,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00663_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00663_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00663_1.png,"1. 시금치와 브로콜리는 끓는 물에 소금을
넣고 살짝 데친다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00663_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00663_6.png,,,,,,"6. 갈아 놓은 시금치소스에 생크림을 넣고
한소끔 끓이면서 볶은 파스타를 넣은
뒤 새우를 올린다",,"4. 끓는 물에 스파게티를 10분 정도 삶아
건진다.","5. 삶아진 스파게티는 팬에 올리브오일을
넣고 볶는다.","2. 데친 시금치, 브로콜리와 바질을
믹서에 갈아 준다.",3. 새우는 껍질을 벗겨 손질한다,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00663_2.png,,,,68.4,,400.5,,,시금치브로컬리 파스타,,,,
1358,INFO-000,정상처리되었습니다.,154,"광어(1마리), 당근(30g), 단호박(30g), 가지(1/2개),
파프리카(50g), 콜리플라워(50g), 레몬(1/4개), 와사비(5g),
발사믹소스(50g), 저염간장(30g), 청주(15g)",찌기,,,664,398.9,,18.9,,,,,,,,,,,13.2,저염간장,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00664_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00664_3.png,일품,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00664_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00664_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00664_1.png,1. 광어는 비늘을 제거하고 포를 뜬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00664_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00664_6.png,,,,,,"6. 가지와 파프리카는 팬에 굽고,
숙성시킨 광어도 팬에 구워 접시에
담고 쪄 낸 야채를 담은 뒤 소스를
올린다.",,"4. 당근, 애호박은 쿠퍼로 동글동글하게
깎는다.","5. 당근, 애호박, 콜리플라워는 김이 오른
찜통에 5분 정도 쪄 낸다.","2. 손질된 광어에 레몬과 청주를 뿌려
숙성 시킨다.","3. 저염간장에 레몬즙, 와사비,
발사믹소스를 넣고 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00664_2.png,,,,16,,259,,,야채찜을 곁들인 광어스테이크,,,,
1358,INFO-000,정상처리되었습니다.,155,"연근(60g), 식초(10g), 천일염(0.1g), 계피가루(20g),
식용유(200g)",튀기기,,,665,67.7,,2.6,,,,,,,,,,,5.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00665_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00665_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00665_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00665_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00665_1.png,1. 연근은 껍질을 벗긴다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00665_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00665_6.png,,,,,,"6. 연근을 바삭하게 튀긴 뒤 천일염을
살짝 뿌리고, 계피가루를 묻힌다.",,4. 식촛물에 썬 연근을 담근다.,5. 연근을 체에 건져 물기를 뺀다.,2. 껍질벗긴 연근은 얇게 썬다.,3. 물 200g에 식초 10g을 섞는다,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00665_2.png,,,,25.3,,162.2,,,연근부각,,,,
1358,INFO-000,정상처리되었습니다.,156,"돼지고기(안심, 100g), 쌀(200g), 도라지(30g), 애호박(1/2개),
양파(30g), 홍고추(1개), 미나리(20g), 오이(50g), 청포묵(20g),
쌈무(20g), 달걀(1개), 라이스페이퍼(5장), 고추장(20g),
소금(0.3g), 참기름(5g), 고춧가루(10g)",끓이기,,,666,522.8,,9,,,,,,,,,,,4,안심,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00666_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00666_3.png,밥,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00666_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00666_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00666_1.png,"1. 쌀은 깨끗이 씻어 30분 정도 불려 밥을
짓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00666_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00666_6.png,,,,,,"6. 고추장에 고춧가루를 섞어 쌈밥장을
만들고, 라이스페이퍼를 물에 담궈
건져 밥과 준비한 야채, 달걀지단,
쌈무, 쌈밥장을 올려 돌돌 말고 데친
미나리로 묶는다.",,"4. 돼지 안심은 소금, 후춧가루로 양념 한
뒤 팬에 익힌다.","5. 찬물에 식초, 설탕, 소금을 넣고 채 썬
오이를 넣어 냉국을 만든다.","2. 달걀을 풀어 소금을 넣고 지단을
만들어 채썬다.","3. 도라지, 애호박, 양파, 홍고추는 채를
썰어 소금에 살짝 절여 볶고, 청포묵은
채를 썰어 참기름에 버무린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00666_2.png,,,,77,,379.4,,,오이냉국을 곁들인 오색쌈밥,,,,
1358,INFO-000,정상처리되었습니다.,157,"닭고기(1마리), 오곡(50g), 인삼(1뿌리), 대추(3알),
아스파라거스(3개), 당근(20g), 양파(30g), 오이(50g),
파프리카(50g), 카레가루(20g), 디종머스터드(30g)",굽기,,,667,427,,16.7,,,,,,,,,,,14.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00667_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00667_3.png,일품,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00667_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00667_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00667_1.png,"1. 닭은 살을 발라 소금, 후춧가루로
밑간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00667_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00667_6.png,,,,,,"6. 팬에 기름을 두르고 5번을 올려 은근히
익혀 접시에 담고, 썰어 놓은 야채를
닭살위에 담은 뒤 디종머스터드를
올린다.",,4. 닭살에 지어 놓은 오곡밥을 넣는다,"5. 오곡밥을 넣은 닭살에 카레가루를
골고루 묻힌다.",2. 오곡을 불려 밥을 짓는다.,"3. 오이, 아스파라거스, 당근, 양파는
길이대로 채썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00667_2.png,,,,26.7,,304.9,,,카레탄두리치킨과 닭가슴살냉채,,,,
1358,INFO-000,정상처리되었습니다.,158,"광어(1마리), 콜리플라워(50g), 감자(30g), 양파(20g),
시금치(20g), 가지(1/2개), 단호박(1/4개), 당근(30g),
우유(200g), 소금(0.2g), 후춧가루(0.01g)",굽기,,,668,167.7,,10.6,,,,,,,,,,,1.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00668_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00668_3.png,일품,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00668_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00668_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00668_1.png,"1. 광어는 비늘을 벗기고 포를 떠 소금,
후춧가루를 뿌린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00668_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00668_6.png,,,,,,"6. 가지, 당근. 단호박은 둥근 모양으로
만들어 팬에 시금치와 함께 익히고,
광어도 팬에 구워 접시에 담아
컬리플라워 소스를 올린다.",,4. ?번에 우유를 넣는다.,"5. ?를 믹서로 곱게 간 뒤, 끓인다.",2. 콜리플라워는 팬에 볶는다.,"3. 감자와 양파를 썰어 콜리플라워와 함께
볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00668_2.png,,,,10.8,,99.8,,,컬리플라워소스 광어스테이크,,,,
1358,INFO-000,정상처리되었습니다.,159,"콜라비(1/2개), 오미자(20g), 무화과(20g), 파프리카(50g),
피망(30g), 쪽파(10g), 양파(30g), 건새우(10g), 다시마(10g),
소금(0.3g)",기타,,,669,151.4,,1.7,,,,,,,,,,,0.2,콜라비,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00669_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00669_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00669_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00669_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00669_1.png,"1. 다시마와 건새우를 넣고 은근히 끓여
차갑게 식힌 뒤 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00669_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00669_6.png,,,,,,"6. 통에 썰어놓은 야채와 무화과를 담고
?를 넣는다.",,4. 육수는 체에 거른다,5. 오미자를 넣고 소금으로 간을 한다.,"2. 차갑게 식힌 육수는 체에 걸려내고
오미자를 넣고 소금으로 간을 한다.","3. 콜라비, 피망, 파프리카는 납작하게
썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00669_2.png,,,,15.6,,71.6,,,콜라비오미자 물김치,,,,
1358,INFO-000,정상처리되었습니다.,160,"닭고기(가슴살, 150g), 새우(대하, 3마리), 베이컨(20g),
마늘(20g), 바질(5g), 아스파라거스(3개), 새송이버섯(1개),
치즈(1장), 버터(10g), 소금(0.2g), 후춧가루(0.01g)",끓이기,,,670,262.9,,24.6,,,,,,,,,,,28.8,닭가슴살,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00670_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00670_3.png,일품,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00670_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00670_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00670_1.png,"1. 닭가슴살은 포를 떠 소금과 후춧가루로
밑간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00670_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00670_6.png,,,,,,"6. 냄비에 마늘과 바질을 섞은 버터,
치즈를 넣고 끓이다가 ?를 놓고
졸인다.",,4. 마늘과 바질은 다진 뒤 버터에 섞는다.,"5. 닭가슴살에 베이컨과 다진 버터를
올린다.",2. 새우는 껍질을 벗겨 손질한다.,3. 베이컨은 끓는 물에 데친다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00670_2.png,,,,10.9,,401,,,크림소스치킨롤,,,,
1358,INFO-000,정상처리되었습니다.,161,"표고버섯(3개), 감자(200g), 고수(10g), 당근(30g), 양파(30g),
홍고추(1개), 녹말(20g)",찌기,,,671,108.3,,5.4,,,,,,,,,,,0.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00671_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00671_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00671_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00671_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00671_1.png,1. 표고버섯은 따뜻한 물에 불린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00671_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00671_6.png,,,,,,"6. 불린 표고버섯은 기둥을 자르고 바닥에
녹말가루를 묻혀 ?번을 넣고 김이
오른 찜통에 약 10분 정도 찐다.",,"4. 당근은 곱게 다지고, 양파와 홍고추도
다진다.","5. 감자에 다진 당근과 양파, 홍고추를
섞는다.",2. 감자는 강판에 간다.,3. 고수는 잘게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00671_2.png,,,,37.6,,176.8,,,표고버섯 감자찜,,,,
1358,INFO-000,정상처리되었습니다.,162,"새우(3마리), 오징어(50g), 애호박(1/2개), 당근(20g),
깻잎(3장), 대추(2알), 밀가루(100g), 찹쌀가루(50g),
저염간장(20g), 식초(10g), 설탕(10g), 소금(0.2g)",굽기,,,672,256.8,,10.7,,,,,,,,,,,11.2,저염간장,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00672_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00672_3.png,반찬,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00672_4.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00672_5.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00672_1.png,1. 새우는 껍질을 벗겨 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00672_1.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00672_6.png,,,,,,"6. 저염간장과 식초, 설탕을 넣고 소스를
만든다.",,"4. 채썬 애호박과 깻잎은 소금에 살짝
절인 뒤 물기를 짠다.","5. 밀가루에 찹쌀가루, 애호박, 깻잎,
대추채와 다진 새우, 오징어를 넣고
팬에 기름을 둘러 전병을 만든 뒤 돌돌
말아 썰어 접시에 담는다.","2. 오징어는 소금으로 껍질을 벗겨
다진다.","3. 애호박, 깻잎, 대추는 곱게 채썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00672_2.png,,,,66.2,,408.4,,,해물애호박 전병말이,,,,
1358,INFO-000,정상처리되었습니다.,163,"찬밥 60g, 닭다리살 80g, 감자 30g, 통마늘 15g, 양파 10g, 당근 8g, 부추 5g, 물 700g, 소금 0.75g, 후춧가루 0.3g",끓이기,,,673,327.6,,20.2,,,,,,,,,,,3.3,닭다리,http://www.foodsafetykorea.go.kr/uploadimg/cook/673-2.jpg,http://www.foodsafetykorea.go.kr/uploadimg/cook/673-3.jpg,밥,http://www.foodsafetykorea.go.kr/uploadimg/cook/673-4.jpg,http://www.foodsafetykorea.go.kr/uploadimg/cook/673-5.jpg,http://www.foodsafetykorea.go.kr/uploadimg/cook/673-1.jpg,1. 닭다리는 기름기를 제거하고 냄비에 물 3컵 반을 부어 통마늘과 삶아 육수를 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102057_1416273657171.jpg,http://www.foodsafetykorea.go.kr/uploadimg/cook/673-6.jpg,,,,,,"6. 4에 5를 넣고 끓인 뒤 소금, 후춧가루로 간 한다.",,4. 삶은 닭다리 살을 발라 잘게 찢어 넣는다.,"5. 감자, 양파, 당근, 부추는 잘게 다진다.",2. 삶은 마늘을 체에 걸러 으깬 뒤 다시 육수에 넣는다.,3. 닭 육수 2컵 반에 찬밥을 넣고 밥알이 무르도록 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102057_1416273657171.jpg,,,,29.8,,234.5,,,찬밥이용닭죽,,,,
